game_index,home_team,away_team,score_diff
4878,Marist,Quinnipiac,-12
4879,San Diego St,Wyoming,17
4880,Air Force,San Jose St,-2
4881,UC Santa Barbara,Hawaii,20
4882,Providence,Seton Hall,-24
4883,South Carolina,Georgia,6
4884,St Peter's,Siena,1
4885,Syracuse,Wake Forest,9
4886,Texas,Kansas,16
4887,Texas A&M,Alabama,6
4888,Charlotte,UAB,-2
4889,UC Davis,Long Beach St,1
4890,UC Irvine,CS Bakersfield,8
4891,Cal Poly,UC Riverside,-1
4892,UCLA,Arizona,9
4893,Nevada,UNLV,-2
4894,USC,Arizona St,3
4895,Utah St,Boise St,13
4896,UTEP,MTSU,12
4897,G Washington,VCU,-6
4898,Vanderbilt,Mississippi St,5
4899,Vermont,NJIT,27
4900,Virginia,Louisville,15
4901,Virginia Tech,Florida St,22
4902,West Virginia,Kansas St,8
4903,Xavier,Butler,12
4904,Brown,Yale,-9
4905,Merrimack,Sacred Heart,11
4906,Cincinnati,SMU,23
4907,Colgate,Army,17
4908,Memphis,Houston,-2
4909,Indiana,Michigan,2
4910,Kennesaw,Liberty,1
4911,Lafayette,American Univ,8
4912,Iowa,Nebraska,-4
4913,Rutgers,Northwestern,-12
4914,Penn St,Maryland,1
4915,Purdue,Illinois,5
4916,Tulane,Temple,1
4917,UCF,East Carolina,26
4918,Wichita St,South Florida,20
4919,Minnesota,Wisconsin,-4
4920,MA Lowell,New Hampshire,11
4921,Vermont,Binghamton,22
4922,Merrimack,F Dickinson,1
4923,Colgate,Lafayette,18
4924,St John's,Butler,13
4925,Houston,Cincinnati,21
4926,Howard,Norfolk St,1
4927,Princeton,Penn,7
4928,Vermont,MA Lowell,13
4929,Houston,Memphis,-10
4930,Princeton,Yale,9
